text,emotion
i just feel extremely disgusted with myself for being so terribly lazy in the last few weeks after graduating,ANGER
i was the nice guy the straight edge and even coming from being a straight edge i feel disgusted in the straight edge i was,ANGER
i hear stuff or see stuff i feel quite disgusted and lousy too,ANGER
i remember feeling not only disgusted with myself and my behavior but so frustrated,ANGER
i feel disgusted at myself when i typed this all out,ANGER
i feel quite disgusted that i am that messy,ANGER
i realize i wasted so many years designing and coding mainframes apps i feel disgusted,ANGER
i am feeling disgusted because i don t want to say no to small children but eventually i do,ANGER
i know some people feel disgusted by it and just plain don't like it but really just because you can't fathom something doesn't mean everyone else is or should be feeling the same way as you,ANGER
i was looking at the mirror feeling disgusted with my fat fat body,ANGER
i slept too late today and got up feeling vaguely disgusted with myself,ANGER
i know that you feel pretty disgusted by the nonstop lefty propaganda the ministry churns out but 90 of the public isn t that tuned in,ANGER
i've had and made me feel disgusted that i ever put up with it,ANGER
i think i will keep my hair like this till the time when i feel disgusted by it's length texture colour dirt trapped in it,ANGER
i did it i feel almost disgusted,ANGER
i guess it's a good thing but i don't know why i feel disgusted with myself when this happens,ANGER
i do feel disgusted towards your act,ANGER
i feel disgusted but you put me through an emotional rollercoaster,ANGER
i mean it when i say i feel disgusted,ANGER
i feel so disgusted with myself because i am not able to think critically,ANGER
i have to play every day or i feel disgusted and anxious,ANGER
i eat i feel disgusted,ANGER
i feel disgusted of this that i tell myself i need to break away from that kind of dependence and reliance,ANGER
i look at myself in the mirror and i do not feel disgusted with myself anymore,ANGER
i feel truly and seriously disgusted with you right now how dare you invoke god like that like he's on your side because you're in the right over such a minor thing as this disagreement we had,ANGER
i feel so disgusted with myself,ANGER
i see the empty wrapper sitting beside me i just feel disgusted with myself for letting the addiction take hold once again,ANGER
i didn't manage to gym this week and urgh i feel so disgusted and unhealthy right now,ANGER
i feel sickened by and disgusted with the sins of man,ANGER
i feel sickened by and disgusted with the sins of man as they are paraded before my eyes,ANGER
i automatically feel disgusted by him simply because i now realize he likes me,ANGER
i feel sickened by and disgusted with the sins of man the warning second coming forums god the father jesus christ virgin mary,ANGER
i feel sickened by and disgusted with the sins of man,ANGER
i feel sickened by and disgusted with the sins of man despite my divinity i feel sickened by and disgusted with the sins of man,ANGER
i feel sickened by and disgusted with the sins of man as they are paraded before my eyes,ANGER
i feel sickened by and disgusted with the sins of man a href http: trusthismercy,ANGER
i feel sickened by and disgusted with the sins of man as they are paraded before my eyes,ANGER
i feel sickened by and disgusted with the sins of man,ANGER
i feel sickened by and disgusted with the sins of man rel bookmark permalink,ANGER
i feel sickened by and disgusted with the sins of man leave a comment post navigation a href http: trusthismercy,ANGER
i feel sickened by and disgusted with the sins of man despite my divinity i feel sickened by and disgusted with the sins of man a href http: trusthismercy,ANGER
i did feel a little disgusted but i didn't feel sad,ANGER
i feel so disgusted with everything,ANGER
i feel disgusted that any criminal justice system in the 21st century could know the full details of it all and deny it to be named as abusive,ANGER
i feel so disgusted by not only my own but everyone's lived,ANGER
i'm one of those girls who sometimes opens their wardrobe and literally feels disgusted by what they see,ANGER
i've just got out the shower and i feel absoultely repulsed and disgusted at my body,ANGER
i feel disgusted with myself and my surround,ANGER
i still feel disgusted with myself,ANGER
i feel very disgusted at a fact that some body very ill reputed and very disrespected within houston community will commit crimes against a family who was never involved with him and didn't know his reputation of how ill reputed he is within pakistani community,ANGER
i feel disgusted when some of these,ANGER
i go there i will go home feeling very disgusted by myself,ANGER
i wash myself clean i will still feel damn disgusted,ANGER
i can't stop but feel so disgusted about it,ANGER
i find myself looking down and noticing the girth of my thighs or the rolls in my belly as i sit and i feel mildly disgusted with myself,ANGER
i watch the video and feel so disgusted that i don't even want to eat anymore,ANGER
i feel disgusted knowing that the majority of the girls on my floor don't wash their hands after they use the toilet wtf,ANGER
i knew and could sense that something about my daughter playing along that doesn't please her or something and i was already feeling disgusted by this,ANGER
i know i haven't blogged since august i have been a very bad blogger and am feeling disgusted with myself especially since i have,ANGER
i still feel disgusted i left myself give in i still feel i let my mom down by believe she was doing this to herself,ANGER
i feel disgusted with myself,ANGER
i feel disgusted because i haven't been to the gym in a month and gained back a few pounds i'm always struggling with my fucking weight,ANGER
i feel disgusted,ANGER
i'll feel disgusted at myself for being mean to them,ANGER
i've been forced to see and regret things i can't do anymore without feeling disgusted with myself because someone called me out on it someone made it appear on the list of undesirable things i can't enjoy anymore,ANGER
i loved the way this lip balm made my lips feel but was always a bit disgusted by the taste,ANGER
i just needed to know that my scar and my past didn t make him pity me or feel disgusted by me,ANGER
i know i haven't blogged since august i have been a very bad blogger and am feeling disgusted with myself especially since i have,ANGER
i feel disgusted because she was so close to me i've bared the most vulnerable side to her and yet she still has the heart to do such things to me,ANGER
i hate to say this but the more the govt try to pacify us the more i feel disgusted with their efforts,ANGER
i have read it pushed past uncomfortable and into a feeling of disgusted violation,ANGER
i feel disgusted at the reports of domestic violence rapes and exploitation of women and lack of equal respect and opportunities,ANGER
i was walking in the mall with my mother feeling extremely disgusted with all of the girls and their makeup caked up faces,ANGER
i want to look at myself without picking out every imperfection and feeling disgusted with myself,ANGER
i feel disgusted about my school,ANGER
i feel disgusted that i have to close down some thing that i started out of the openness of my heart,ANGER
i feel disgusted that a situation like this had to happen in the first place,ANGER
i sat there reading the stories from connecticut and looking at the pictures i couldn t help feeling disgusted by myself and the media,ANGER
i'm terribly sorry but i just hopelessly feel so disgusted and insecure inside when someone gets too close to me,ANGER
i feel disgusted,ANGER
i am feeling so disgusted by my ungrateful heart and i almost deleted this post and started over but that would be lying and i have always wanted this blog to be what's in my heart,ANGER
i even started feeling disgusted with myself because of how important things had become to me,ANGER
i feel disgusted at society that someone would rather take a picture of someone who was pushed onto subway tracks rather than help save a human,ANGER
i know i haven't blogged since august i have been a very bad blogger and am feeling disgusted with myself especially since i have,ANGER
i feel disgusted at the thought of sitting back and watching when human made massacre occurs when i know i could be helping,ANGER
i wanted to show a pix of a puffer fish so while i was searching for it it has too many holes on the body and right now i feel damn disgusted i've decided not to put the pix up,ANGER
i feel disgusted with myself and what's worst is i know he probably won't call,ANGER
i eat i throw up again just sitting at the table chewing on food for 10 mins because i refuse to swallow then feel disgusted and spitting it out,ANGER
i was made to feel so disgusted and self aware about myself sexually that i repressed it for as long as i could,ANGER
i feel disgusted too : okay everything after that moment was fun and what's more,ANGER
i can t help but feel disgusted by these truths we are forced to live with,ANGER
i feel disgusted with myself but i'm pretty sure that they just feel disgusted with the people who did it to me,ANGER
i feel disgusted after hearing such things,ANGER
i was feeling disgusted with myself for having unprotected sex i would go and eat fast food,ANGER
i would feel disgusted with myself for eating so much i would go and have sex,ANGER
i feel disgusted on random sharing i found on the net,ANGER
i feel disgusted just looking at that number,ANGER
i rarely have a mood but i've been feeling disgusted and diabolical today despite the fact i had an enjoyable cathartic and serene swim this morning,ANGER
i am being put in a mood but been feeling disgusted and diabolical today,ANGER
i feel disgusted with myself,ANGER
i have felt really sick to my stomach and i know it's nothing i can make go away it's that sick vomitous feeling you get because you are completely disgusted by someone and unfortunately every time i hear her voice and think about last night the sickening feelings get worse,ANGER
i write a bad feeling poem and return to it later i'm disgusted with myself for being such a whine baby,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with myself,ANGER
i feel disgusted when my own friends talk about how girls should dress,ANGER
i feel absolutely disgusted with my large chest and weight,ANGER
i stood back in horror simply observing and feeling more than just a little bit disgusted by the bits of lobster being passed under my nose and dripping all over my non seafood meal,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with myself,ANGER
i am sure that is against the rules i should be thrilled about the progress i make but instead i feel disgusted that i am not a master and never will be,ANGER
i would buy something from tropical smoothie and eat half of it and then feel like i was disgusted to even take an extra sip or bite,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with myself,ANGER
i feel disgusted with the human race pretty much,ANGER
i feel disgusted with myself,ANGER
i once ran into numerous men allusions to want to go to bed with me their outward appearance although looking is gentle also pretty much gentleman their behaviors make me feeling disgusted is still you better iron pillar,ANGER
i once ran into numerous men allusions to want to go to bed with me their outward appearance although looking is gentle also pretty much gentleman their behaviors make me feeling disgusted is still you better iron pillar,ANGER
i can't help but feel disgusted and the thought imagination of it really irks me to the core,ANGER
i have something to say on books admittedly i don't always and that leaves for a very small review or leaves me finishing a book that i just feel meh or disgusted with i'm going back to the very beginning of when i started reviewing when i first reviewed shiver because i had something to say,ANGER
i feel disgusted with myself,ANGER
i put weight on end up feeling disgusted with myself disappointed unfit unhealthy,ANGER
i say what i feel i told her the day after christmas that grams would have been disgusted with her behavior like i wanted to i told her that she indeed was the one making dad drown himself in booze,ANGER
i feel disgusted with myself,ANGER
i'm placing my notebook on my huge belly and this makes me feel disgusted,ANGER
i look at myself and i feel so disgusted,ANGER
i feel disgusted and ashamed of the mens of the largest democracy in the world,ANGER
i feel like this why i always feel disgusted after sex why i feel numb why i can't trust why i would rather be dead they would be an easy escape to validate all the shit i feel maybe in some strange way i would love them for filling the gaps with their own selfish desires,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i think i will feel disgusted and probably would not talk to them,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i know you probably feel disgusted towards me now,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i feel disgusted when i remember the way they quietly said to me with concerned faces your exams are coming up try to push this to one side so you can still do well,ANGER
i could not feel more disgusted by the entire experience,ANGER
i look back on the wasted days and just feel disgusted with myself,ANGER
i don t tell anyone about this and when somebody is kind to me i feel disgusted,ANGER
i consumed so much chocolates that i m feeling so disgusted by it,ANGER
i thought i would either feel disgusted by the humiliating displays of female genitalia or would just plain feel sorry for the women whose best chance to make a living is to use their pelvic muscles for entertaining the masses,ANGER
i've been feeling disgusted and ashamed,ANGER
i always feel disgusted and can barely move,ANGER
i know the chances of you seeing this post is none since why will you still come my blog haha but if you really do i hope you won't feel disgusted by it,ANGER
i am in pain i feel as if i am being watched i feel disgusted with myself by absorbing your attitude i feel humiliated,ANGER
i no longer hate myself or feel completely disgusted by who i am or what i look like so that is progress but i'm a long way from thinking i look remotely attractive,ANGER
i immediately spit it out and now i feel just disgusted that this is what i have been putting in my body my whole life,ANGER
i feel disgusted but over the last few days hearing about how saville has rather filthily abused and used hundreds of vulnerable children i've felt rather uncomfortable and sick,ANGER
i was corrupted by my disloyal best friend but that was yesterday and i feel disgusted by myself now that i'm thinking about it,ANGER
i feel disgusted with myself when i feel envy,ANGER
i have no idea why did i dream about you yesterday but i really feel disgusted,ANGER
i keep feeling so disgusted with myself,ANGER
i feel disgusted after a binge,ANGER
i feel a bit disgusted with myself for letting him do it to me,ANGER
i just feel disgusted with myself her: why,ANGER
i'm kicking around the idea of participating just to go out and beat my last time since i'm feeling a little disgusted with it,ANGER
i know what it's like to get discouraged about dressing modestly and i know what it's like to get in a rut and i know what it's like to feel so disgusted with your own self image that you don't even feel like trying to look attractive,ANGER
i want to be able to eat but i cant bring myself to do so because it just makes me feel disgusted with myself,ANGER
i feel disgusted at myself ashamed of what i have become,ANGER
i feel so disgusted with myself,ANGER
i feel disgusted with them,ANGER
i feel disgusted,ANGER
i feel disgusted to be me,ANGER
i know i haven't posted about anything since right before the lockout began and i really feel it's because i'm just so disgusted with all parties at this point,ANGER
i know is i feel disgusted when i look in the mirror,ANGER
i'm feeling disgusted at myself,ANGER
i feel disgusted,ANGER
i feel disgusted at myself all the time and it just seems to be a never ending cycle now,ANGER
i also feel disgusted that this woman questioned our daughter about our marriage and about me and in her naivety she answered because she thought she was a friend,ANGER
i feel so disgusted with myself and extremely bloated,ANGER
i feel very disgusted with myself,ANGER
i feel disgusted to have shared beautiful memories with people who don't even treasure me,ANGER
i feel disgusted and saddened at the same time seeing the bushland around the gallery receives so many foreign visitors,ANGER
i love most and some of them i feel disgusted of some friends i hope i could be with them thru the next 2 years and some i really hope not to,ANGER
i am blogging about it and already feeling so disgusted,ANGER
i read a letter about our own citizens qualified professionals with working experience but unable to find a job here i feel really disgusted,ANGER
i feel disgusted,ANGER
i'm still really grateful to that opportunity although i feel kinda disgusted by how i played the role,ANGER
i feel disgusted by myself for getting this bad,ANGER
i feel disgusted every time i been there cause of some reasons and im not going to mention names in this post,ANGER
i know but can you at least like change slowly instead of changing into another person that i we don't know anymore you look like some idiot and i feel disgusted whenever i see you,ANGER
i feel disgusted at our society constant shaming of black women over this issue as well,ANGER
i feel disgusted disgusted with myself,ANGER
i would never be able to come up with a justification for this and i would say that i am simply a superior type of human but deep down i feel as though people loathe me hate me and are disgusted by me,ANGER
i feel disgusted at myself,ANGER
i'm feeling so disgusted how pathetic can i possibly be,ANGER
i have this feeling people get disgusted if i talk about these type of things in front of people because i am overweight,ANGER
i feel so disgusted and hurt,ANGER
i don't have time to eat breakfast it's just that i feel so disgusted with myself in the morning and i don't feel like eating because it makes me feel even more disgusted with myself,ANGER
i feel disgusted,ANGER
i'm sure that the legendary photographers must be feeling disgusted at the easy options available in photography which has made everyone think that they can also be a photographer,ANGER
i admit i say 'nice' on the face too but i actually feel disgusted,ANGER
i also believe you should feel so disgusted in yourself that you can't look in the mirror,ANGER
i could feel disgusted shameful and dirty but i don t,ANGER
i feel so disgusted with myself and angry,ANGER
i kind of feel disgusted at what i ve been putting in my body this pregnancy,ANGER
i kind of feel disgusted at what,ANGER
i can remember where i didn't feel disgusted with myself and i think my old confidence would start returning :,ANGER
i feel disgusted with my skin u know that feeling like your pores are all clogged up,ANGER
i have to imagine a program as proud as hardin simmons has to feel disgusted with last weekend and are fully focused on getting that taste out of their mouth,ANGER
i hate asking anyone for help i feel disgusted in myself if i do which isn't often,ANGER
i am also feeling disgusted of my own behaviour lol,ANGER
i always feel disgusted with myself after drinking the baileys,ANGER
i feel like a failure amp more disgusted with myself than i have in a long time amp i don t know what to do,ANGER
i really cried hard i was feeling disgusted and i could clearly see my dad in that dream he's feeling sorry cause he forced me to eat when i've been starving,ANGER
i feel truly disgusted,ANGER
i feel disgusted reading the two papers the lab sent my doctor's office regarding my little baby,ANGER
i don't seem to get very far with it i feel like i just shuffle things around and then get disgusted and throw everything back into boxes,ANGER
i feel so disgusted with the teachers and students here,ANGER
i don't want to use family issues as an excuse i feel so disgusted in myself for even allowing myself to think it but i don't know what else to say,ANGER
i really want to make it my own burden to bare instead of feeling disgusted at myself for burdening others,ANGER
i feel that even he might be disgusted by the shame that has happened in his honor this past week,ANGER
i began to feel disgusted with myself not to mention with our beloved leaders and guides,ANGER
i can 39 t help but feel even more disgusted with are,ANGER
i understand that every memory is something precious and that i should cherish it but at the moment i feel disgusted at how i had become during that time of my life,ANGER
i feel disgusted by them,ANGER
i had the explore his different organs and body parts we didn't feel that disgusted anymore,ANGER
i right now feel disgusted in what i have done,ANGER
i feel disgusted by the european politicians and their alleged 'help' and i feel ashamed when the whole world mocks my country,ANGER
i tried to log in a few days ago and it made me feel disgusted,ANGER
i would have felt like i was using him and feel disgusted with myself,ANGER
i feel so disgusted with myself for feeling the way i do,ANGER
i feel so disgusted at a time and then the next moment i feel so terribly upset,ANGER
i feel sometimes people are as disgusted with me as i am with myself,ANGER
i am sitting here trying to get work accomplished but instead i am sitting here feeling disgusted with myself,ANGER
i feel so disgusted by myself i don t want to deal with it,ANGER
i broke two of my three rules and i feel disgusted with myself,ANGER
i had for them or i feel disgusted with such attitude,ANGER
i am typing this now i finally feel disgusted with myself,ANGER
i have never hated food so much that i feel disgusted whenever i see it,ANGER
i feel damn disgusted with her and her family,ANGER
i feel disgusted and disappointed thinking back about it,ANGER
i feel disgusted and icky at the way my body looks and the fact that i can't lose weight just makes me all the more frustrated with it,ANGER
i going to walk down the street to buy beer tonight feeling disgusted with myself that every woman i walk past is considering me to be in some likelihood a violent sex offender,ANGER
i feel disgusted really i feel kind of let down,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i mean i imagine i've put on some muscle as i've been jogging more quickly but wow i never imagined i'd get to that weight and not feel disgusted with myself at first,ANGER
i definitely didn't replace what i had donated that would've made me feel disgusted but i did find a prop for photo shoots and some tops for work,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i got to be the damsel in distress and had my ass saved without feeling disgusted with myself,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i used to wake up and cry every morning when i would wash my face and have to feel it and put make up all over it and still be disgusted and embarrassed about my appearance,ANGER
i'm feeling disgusted by our little civilization here in the united states,ANGER
i could not help but feel disgusted that they would take things so lightly,ANGER
i was right there with him gobbling down the fat and sugar feeling disgusted with myself and with him with every bite,ANGER
i do i dress just made me feel disgusted,ANGER
i feel disgusted with myself if i dwell on how much i have in common with these faceless youtube pseudonyms whose cognitive dissonance appears to completely obscure their own proclivities,ANGER
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,ANGER
i have to say it makes me feel awfully disgusted and ashamed,ANGER
i'm feeling pretty disgusted with myself but also realize that mistakes happen,ANGER
i am feeling quite disgusted,ANGER
i feel disgusted with myself,ANGER
i go into feeling repulsed and disgusted and pity because i think that the acne on my chest will never go away,ANGER
i feel even disgusted,ANGER
i feel so disgusted at myself,ANGER
i feel so disgusted with myself,ANGER
i look back i feel quite disgusted with myself,ANGER
i can t look at myself in the mirror without feeling disgusted by what i see who i ve turned into and i can t budge the ever present guilt of the damage such moods cause my family,ANGER
i'm feeling totally disgusted right now after looking at what google had to offer for pig roast images,ANGER
i feel like vomiting directly cause i feel extremely disgusted,ANGER
i have to tell you i feel disgusted by the attitude and the celebration,ANGER
i still feel disgusted with myself,ANGER
i heard madeleine mccann s mother say after she read my post mentioning david beckham and why he gave her the money say she feels disgusted in taking the money from david beckham and she wonders if his children are worth 163 1 million each,ANGER
i go in for my nightly face wash i can't even look at myself in the mirror without feeling a little disgusted,ANGER
i see the immaculate gigantic homes that they represent i feel disgusted,ANGER
i feel disgusted by my own pathetic home,ANGER
i live everyday looking at myself day and night okay almost every single moment and feeling so disgusted angry upset sucky with myself,ANGER
i think of not helping starving ill children i also feel disgusted,ANGER
i feel disgusted because this was the girl who led me on several years ago and influenced me to destroy the wonderful relationship that i shared with my aegie,ANGER
i feel disgusted with myself,ANGER
i dislike feeling disgusted and judgemental,ANGER
i'm trying to say is that i feel disgusted and ashamed of my own culture,ANGER
i know they re wrong and in the aftermath of every fantasy i feel disgusted with myself,ANGER
i would feel the need to wash myself in bleach because i was so disgusted with myself for staying in a toxic relationship,ANGER
i feel disgusted actually i feel gross i want to take a million showers and wash some of the time away and go back a little bit,ANGER
i just feel really disgusted with myself for some irrational reason,ANGER
i love it sometimes i feel slightly disgusted but one has to try right,ANGER
i now even feel disgusted to watch p0rn or to even let a guy hug me,ANGER
i still think like an 8 year old kid makes me feel disgusted about myself,ANGER
i would look in the mirror and feel disgusted with what i saw,ANGER
i feel so disgusted with myself,ANGER
i just look at myself and feel disgusted,ANGER
i can't touch my arms my belly or my legs without feeling completely disgusted,ANGER
i feel slightly disgusted as well,ANGER
i'm honestly scared but also left feeling a little disgusted with myself for allowing this person to become so deeply attached,ANGER
i had been really proud of myself but after how my husband had talked to me and talked about other girls i was really feeling disgusted about myself,ANGER
i really feel disgusted with myself and not great,ANGER
i feel disgusted and so disappointed in myself,ANGER
i feel disgusted at my own people,ANGER
i'm not only feeling a little hassled but disgusted too,ANGER
i was wondering what had changed when i remembered that after a series of gigantic benders that had left me feeling disgusted with myself and worried about alcoholism i'd pretty much given up smoking and drinking for the first three months of the year,ANGER
i feel disgusted after thinking about what went on between us,ANGER
i feel disgusted and sick to my stomach that someone seems to be looking at my sweet innocent little girls in a way like that and that the blog i intended to use to journal is being used in ways that absolutely disgust me,ANGER
i feel disgusted with myself that i wasn't more responsible about what i wrote in the sense that someone would think i was targetting them,ANGER
i feel very disgusted even touching an uneducated malay,ANGER
i've been doing alot lately and i feel disgusted with myself,ANGER
i grow older during my adolescence especially when i entered high school and the pimples started to spread all over my face like wildfire suddenly i started to feel disgusted by my own reflection in the mirror,ANGER
i feel disgusted and then i get this strange guilty feeling,ANGER
i ended up feeling disgusted,ANGER
i feel disgusted every time it moves,ANGER
i always wake up like i've just watched the weirdest tv show ever and feel more than a little disgusted,ANGER
i ended up feeling very disgusted with the ghanaian women for allowing this treatment,ANGER
i feel so disgusted as i type this,ANGER
i ended up feeling disgusted,ANGER
i am again sat here the morning after channel 4 s new documentary thelma s gypsy girls feeling even more disgusted with the portrayal of my culture,ANGER
i feel too disgusted with my own zombie ness any creating pass time that does not involve using the right arm too much or sitting at or,ANGER
i remember about him i feel disgusted with myself,ANGER
i cut and burned myself to release the pressure to make myself ugly to feel pain to punish because i was disgusted with myself,ANGER
i feel disgusted a href 'http: proskinny,ANGER
i'm going to make them feel even more disgusted than they thought they were when they joined this rat race,ANGER
i feel disgusted with him whenever he starts acting soppy and gushy,ANGER
i get the feeling they are disgusted by me,ANGER
i feel disgusted when people start to say of it s a man s fault it s a woman s fault its society its this it s that,ANGER
i suddenly feel disgusted with myself,ANGER
i feel damn near disgusted that that kind of money is never seen in areas that desperately need it,ANGER
i supposed to feel disgusted,ANGER
i feel disgusted that veterans are crying like spoilt children for some fancy toy,ANGER
i drove up to it feeling disgusted with myself and my ruined face which was black and stained puffy and ugly,ANGER
i feel disgusted and ashamed to have been part of such a sickening crime that robs these kids of their innocence and affects them negatively for their entire lifetime,ANGER
i still feel disgusted in myself and like i am that little prostitute i ve often been told i am,ANGER
i look at my reflection in the dance damn i feel disgusted by myself,ANGER
i sometimes feel disgusted by you and i don't know why although you're a nice person,ANGER
i feel disgusted with myself,ANGER
i feel really disgusted and cry myself to sleep every night deliberating among myself whether or not i should kill myself,ANGER
i feel very disgusted by that i cant tolerated her actions anymore by writing this post,ANGER
i feel disgusted at myself for being like this,ANGER
i am feeling a little less disgusted with myself,ANGER
i just feel so disgusted that there are people out there that act like this and they call themselves as a professional,ANGER
i feel disgusted and angry and at the same time i feel mentally resigned,ANGER
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,ANGER
i feel like people will see me for who i am and be disgusted,ANGER
i always feel disgusted with myself after i eat it,ANGER
i just feel disgusted with myself for numerous reasons,ANGER
i feel disgusted with my entire existence,ANGER
i start eating i feel so disgusted by myself and when i go to the bathroom and purge everything out i feel so good,ANGER
i rarely pass a mirror without feeling disgusted,ANGER
i feel so disgusted with myself,ANGER
i feel disgusted,ANGER
i can watch punk again without feeling disgusted by what a nutless wuss he s turned into,ANGER
i woke up early one morning feeling so utterly disgusted and disappointed at something that the only option was get out of the country and fast,ANGER
i will feel disgusted,ANGER
i feel disgusted with the amount of plastic we use every day,ANGER
i feel disgusted thinking that this is my foot,ANGER
i feel totally disgusted at the waste and the ridiculous conversations i am part of,ANGER
i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems,ANGER
i feel truly disgusted with what happened after the olympia show,ANGER
i feel disgusted,ANGER
i feel completely disgusted with myself right now,ANGER
i feel disgusted everytime a man smiles at me,ANGER
i eat and i eat and then i look down and feel disgusted with myself and i eat,ANGER
i see his name pop up i feel so disgusted and repulsed,ANGER
i feel so disgusted and even though i sanitised the product twice before swatching them i still feel icky to put it on my lips,ANGER
i guess not really mad i just feel disgusted thinking she must be disgusted just looking at me,ANGER
i didn't feel like he was disgusted by her or what she was about to have him do,ANGER
i just feel disgusted at the amount of greed here,ANGER
i have a feeling i know who this company is and am just disgusted by some of the stories i ve been hearing like this,ANGER
i feel disgusted about the amount of money that i've spent to buy these voice songs in the past,ANGER
i feel disgusted at myself for listening to my own covers,ANGER
i feel rather disgusted,ANGER
i used to feel so disgusted just looking at his stupid face,ANGER
i feel disgusted,ANGER
i lack self confidence i feel disgusted angry pitiful and hopeless,ANGER
i cant bring myself to hate you but i just can't help feeling disgusted,ANGER
i've ate so much crap lately that i feel disgusted with myself,ANGER
i feel disgusted with myself in every aspect,ANGER
i have gone to bed feeling disgusted at the day's eating an uncountable number of times and awakened with a vow to do better in the new day only to scuttle my plans by the first hour or two of the day,ANGER
i'm close to feeling disgusted and this coming from my own folks,ANGER
i feel so disgusted right now so inferior such like a failure,ANGER
i want to eat a whole bag of potato chips or that i want to binge on a box of cookies until i feel disgusted and disgusting,ANGER
i feel disgusted,ANGER
i feel so disgusted at myself somehow like meeh,ANGER
i kept doing the hoverhand because i felt my hands getting sweaty and clammy and i didn't want you to feel that and become disgusted,ANGER
i hate feeling so disgusted with myself,ANGER
i feel disgusted when i see people typing 'know' as 'noe',ANGER
i feel so disgusted but that sentence,ANGER
i hate feeling week i hate feeling disgusted in myself,ANGER
i realized that i did not back off and i did not feel disgusted a feeling that i usually get when guys i am not interested in do the same thing,ANGER
i still feel disgusted and it did make me feel down so early in the day,ANGER
i also feel like ladywithab as far as being disgusted to think that it's normal for our men to look around dream,ANGER
i allow out of desperation and loneliness only to feel disgusted and empty later on,ANGER
i am a fan of said feeling but at that moment i became disgusted with the actions that enabled me to lay this girl in her sleep number bed and the very idea of my contrived identity,ANGER
i always feel disgusted when the beef chicken fish in the burgers are so thick,ANGER
i feel disgusted when i was taking all this damn act cute pictures,ANGER
i feel disgusted with him,ANGER
i feel disgusted at myself for admiring you,ANGER
i know what it feels like to feel disgusted at those who suddenly show up in your life because they want to be there for you when you're going through your hard time,ANGER
i feel disgusted with myself,ANGER
i feel disgusted to talk about myself,ANGER
i am feeling so disgusted with myself,ANGER
i suggest you stop reading up to this point if you're already feeling disgusted,ANGER
i feel so disgusted with myself right now not to mention so dirty and so angry,ANGER
i feel disgusted and scared,ANGER
i kind of regret blogging the 'letter to someone you miss' thing since i think it's really emotional and i'm feeling this disgusted and weird thing in me now,ANGER
i feel disgusted with myself,ANGER
i was feeling disgusted with myself,ANGER
i feel so disgusted sia,ANGER
i feel disgusted for wanting people to be there for me,ANGER
i feel disgusted with myself,ANGER
i'm feeling pretty disgusted with it right about now,ANGER
i should have been riding the waves playing in the sand and swimming like i fish i found myself looking at my own body and feeling disgusted disappointed and not good enough,ANGER
i realised then how much her and her family were going through compared to me and it made me feel so disgusted in myself,ANGER
i cannot help but feel disgusted,ANGER
i didn't get that sick feeling in my stomach but i felt disgusted with myself,ANGER
i feel disgusted by myself since we grew up together,ANGER
i feel disgusted to see a href http: twitter,ANGER
i just feel disgusted with this industry,ANGER
i feel so disgusted with myself sneaking around buying drinks rtds ie,ANGER
i feel so disgusted with myself because i got easily affected by it,ANGER
i have a black desolate mood that makes me feel disgusted with myself with life with the world,ANGER
i was standing there breathing in every single chemical that i had just sprayed onto the tiles and i started to just feel disgusted,ANGER
i can t speak my mother tongue because i feel disgusted when i do,ANGER
i know how it feels to look in the mirror and be disgusted with yourself i,ANGER
i feel disgusted with myself and i feel that people shouldn't get close to me 'cause they will get infected by my filthiness,ANGER
i felt like i had been eating something really bad one afternoon i never understood what it was i was feeling disgusted to food stomach pains i was worried what happend with my body and tryed to forgett the pain and move on but i couldent,ANGER
i remember being married and feeling disgusted worthless and completely detached due to my ex husbands habit with porn,ANGER
i felt it from my head to the tips of my toes because just like hayley i feel disgusted with myself in the beginning of this book i was deeply depressed i know what hayley felt how uncontrollable eating is i say i'm going to do something about my weight and then put it off but the ending,ANGER
